States,District,Cities,Latitude,Longitude,Sample_Population,ISO,Date
"Sabah","Kinabatangan","Kinabatangan",5.4069,118.4307,5647,"MY-12",07/19/15 12:00 AM
"Sabah","Kota Belut","Kota Belut",6.3491,116.4742,1017,"MY-12",07/20/15 12:00 AM
"Sabah","Kota Belut","Kota Belut",6.4494,116.4619,1816,"MY-12",07/21/15 12:00 AM
"Sabah","Kota Belut","Kota Belut",6.3511,116.556,4984,"MY-12",07/22/15 12:00 AM
"Sabah","Kota Belut","Kota Belut",6.3825,116.4475,5127,"MY-12",07/23/15 12:00 AM
"Sabah","Kota Kinabalu","Kota Kinabalu",5.9587,116.0825,2444,"MY-12",07/24/15 12:00 AM
"Sabah","Kota Kinabalu","Kota Kinabalu",6.0257,116.1522,6208,"MY-12",07/25/15 12:00 AM
"Sabah","Kota Kinabalu","Kota Kinabalu",6.0998,116.179,2518,"MY-12",07/26/15 12:00 AM
"Sabah","Kota Kinabalu","Kota Kinabalu",6.0943,116.1429,4650,"MY-12",07/27/15 12:00 AM
"Sabah","Kota Marudu","Kota Marudu",6.7827,117.1405,5280,"MY-12",07/28/15 12:00 AM
"Sabah","Kota Marudu","Kota Marudu",6.4717,116.8329,7835,"MY-12",07/29/15 12:00 AM
"Sabah","Kota Marudu","Kota Marudu",6.6491,116.7299,4356,"MY-12",07/30/15 12:00 AM
"Sabah","Kota Marudu","Kota Marudu",6.6682,117.1927,1743,"MY-12",07/31/15 12:00 AM
"Sabah","Kuala Penyu","Kuala Penyu",5.4317,115.4671,7173,"MY-12",08/01/15 12:00 AM
"Sabah","Kuala Penyu","Kuala Penyu",5.4501,115.5368,3600,"MY-12",08/02/15 12:00 AM
"Sabah","Kuala Penyu","Kuala Penyu",5.486,115.5889,8810,"MY-12",08/03/15 12:00 AM
"Sabah","Kuala Penyu","Kuala Penyu",5.5414,115.5594,7871,"MY-12",08/04/15 12:00 AM
"Sabah","Kuala Penyu","Kuala Penyu",5.5575,115.5686,8110,"MY-12",08/05/15 12:00 AM
"Sabah","Kuala Penyu","Kuala Penyu",5.5689,115.5961,1684,"MY-12",08/06/15 12:00 AM
"Sabah","Kudat","Kudat",6.7424,116.7502,1511,"MY-12",08/07/15 12:00 AM
"Sabah","Kudat","Kudat",6.9244,116.7097,7854,"MY-12",08/08/15 12:00 AM
"Sabah","Kudat","Kudat",6.7969,116.6665,7754,"MY-12",08/09/15 12:00 AM
"Sabah","Kudat","Kudat",6.8433,116.8251,3987,"MY-12",08/10/15 12:00 AM
"Sabah","Kudat","Kudat",6.8835,116.8499,3237,"MY-12",08/11/15 12:00 AM
"Sabah","Kudat","Kudat",6.9067,116.8405,2814,"MY-12",08/12/15 12:00 AM
"Sabah","Kunak","Kunak",4.7209,118.0433,6803,"MY-12",08/13/15 12:00 AM
"Sabah","Kunak","Kunak",4.7517,117.9011,6848,"MY-12",08/14/15 12:00 AM
"Sabah","Kunak","Kunak",4.7989,118.0694,6348,"MY-12",08/15/15 12:00 AM
"Sabah","Kunak","Kunak",4.647,118.1724,8882,"MY-12",08/16/15 12:00 AM
"Sabah","Kunak","Kunak",4.6842,118.2448,4382,"MY-12",08/17/15 12:00 AM
"Sabah","Kunak","Kunak",4.6795,118.234,6082,"MY-12",08/18/15 12:00 AM
"Sabah","Lahad Datu","Lahad Datu",5.0568,118.5361,5060,"MY-12",08/19/15 12:00 AM
"Sabah","Lahad Datu","Lahad Datu",5.1867,119.0566,3950,"MY-12",08/20/15 12:00 AM
"Sabah","Lahad Datu","Lahad Datu",5.1293,117.7492,5343,"MY-12",08/21/15 12:00 AM
"Sabah","Lahad Datu","Lahad Datu",5.0896,118.2107,1367,"MY-12",08/22/15 12:00 AM
"Sabah","Lahad Datu","Lahad Datu",5.0256,118.3282,7150,"MY-12",08/23/15 12:00 AM
"Sabah","Lahad Datu","Lahad Datu",5.0274,118.3169,8514,"MY-12",08/24/15 12:00 AM
"Sabah","Nabawan","Nabawan",5.0399,116.4458,1593,"MY-12",08/25/15 12:00 AM
"Sabah","Nabawan","Nabawan",5.0539,116.508,8085,"MY-12",08/26/15 12:00 AM
"Sabah","Nabawan","Nabawan",5.0542,116.3494,4981,"MY-12",08/27/15 12:00 AM
"Sabah","Nabawan","Nabawan",4.9674,116.452,5550,"MY-12",08/28/15 12:00 AM
"Sabah","Nabawan","Nabawan",5.045,116.4349,3597,"MY-12",08/29/15 12:00 AM
"Sabah","Nabawan","Nabawan",5.0409,116.4267,5018,"MY-12",08/30/15 12:00 AM
"Sabah","Papar","Papar",5.6987,115.977,7035,"MY-12",08/31/15 12:00 AM
"Sabah","Papar","Papar",5.5986,115.9327,4386,"MY-12",09/01/15 12:00 AM
"Sabah","Papar","Papar",5.7267,116.0903,6568,"MY-12",09/02/15 12:00 AM
"Sabah","Papar","Papar",5.8111,116.0289,1819,"MY-12",09/03/15 12:00 AM
"Sabah","Papar","Papar",5.7346,115.9307,6121,"MY-12",09/04/15 12:00 AM
"Sabah","Papar","Papar",5.7308,115.9353,1194,"MY-12",09/05/15 12:00 AM
"Sabah","Penampang","Penampang",5.9167,116.0701,8788,"MY-12",09/06/15 12:00 AM
"Sabah","Penampang","Penampang",5.8764,116.101,8209,"MY-12",09/07/15 12:00 AM
"Sabah","Penampang","Penampang",5.9324,116.1313,3372,"MY-12",09/08/15 12:00 AM
"Sabah","Penampang","Penampang",5.9137,116.1085,5276,"MY-12",09/09/15 12:00 AM
"Sabah","Penampang","Penampang",5.9146,116.099,5193,"MY-12",09/10/15 12:00 AM
"Sabah","Pitas","Pitas",6.733,117.053,8546,"MY-12",09/11/15 12:00 AM
"Sabah","Pitas","Pitas",6.7144,117.049,6138,"MY-12",09/12/15 12:00 AM
"Sabah","Pitas","Pitas",6.708,117.0681,5397,"MY-12",09/13/15 12:00 AM
"Sabah","Pitas","Pitas",6.7028,117.0441,8165,"MY-12",09/14/15 12:00 AM
"Sabah","Pitas","Pitas",6.7036,117.0309,7120,"MY-12",09/15/15 12:00 AM
"Sabah","Pitas","Pitas",6.7116,117.033,7973,"MY-12",09/16/15 12:00 AM
"Sabah","Putatan","Putatan",5.885,116.05,4748,"MY-12",09/17/15 12:00 AM
"Sabah","Putatan","Putatan",5.8916,116.0454,7067,"MY-12",09/18/15 12:00 AM
"Sabah","Putatan","Putatan",5.8979,116.0457,1150,"MY-12",09/19/15 12:00 AM
"Sabah","Putatan","Putatan",5.8932,116.0427,4694,"MY-12",09/20/15 12:00 AM
"Sabah","Putatan","Putatan",5.897,116.0416,7167,"MY-12",09/21/15 12:00 AM
"Sabah","Putatan","Putatan",5.8962,116.0403,4071,"MY-12",09/22/15 12:00 AM
"Sabah","Ranau","Ranau",6.0171,116.7419,5806,"MY-12",09/23/15 12:00 AM
"Sabah","Ranau","Ranau",5.9755,116.8257,8938,"MY-12",09/24/15 12:00 AM
"Sabah","Ranau","Ranau",5.7446,116.8161,2389,"MY-12",09/25/15 12:00 AM
"Sabah","Ranau","Ranau",5.9366,116.6774,7905,"MY-12",09/26/15 12:00 AM
"Sabah","Ranau","Ranau",5.9531,116.6616,8222,"MY-12",09/27/15 12:00 AM
"Sabah","Ranau","Ranau",5.9537,116.6688,8943,"MY-12",09/28/15 12:00 AM
"Sarawak","Asajaya","Asajaya",1.4772,110.6861,8812,"MY-13",09/29/15 12:00 AM
"Sarawak","Asajaya","Asajaya",1.5441,110.6569,7091,"MY-13",09/30/15 12:00 AM
"Sarawak","Asajaya","Asajaya",1.5146,110.5364,1874,"MY-13",10/01/15 12:00 AM
"Sarawak","Asajaya","Asajaya",1.5005,110.6666,1610,"MY-13",10/02/15 12:00 AM
"Sarawak","Asajaya","Asajaya",1.5407,110.5142,8345,"MY-13",10/03/15 12:00 AM
"Sarawak","Asajaya","Asajaya",1.5459,110.5236,4055,"MY-13",10/04/15 12:00 AM
"Sarawak","Bau","Bau",1.3558,110.1983,2734,"MY-13",10/05/15 12:00 AM
"Sarawak","Bau","Bau",1.4217,110.0304,4568,"MY-13",10/06/15 12:00 AM
"Sarawak","Bau","Bau",1.3376,109.981,4965,"MY-13",10/07/15 12:00 AM
"Sarawak","Bau","Bau",1.4258,110.1091,3709,"MY-13",10/08/15 12:00 AM
"Sarawak","Bau","Bau",1.4162,110.1559,5381,"MY-13",10/09/15 12:00 AM
"Sarawak","Bau","Bau",1.4235,110.1551,3151,"MY-13",10/10/15 12:00 AM
"Sarawak","Belaga","Belaga",3.2904,114.0719,5432,"MY-13",10/11/15 12:00 AM
"Sarawak","Belaga","Belaga",3.1094,113.9249,3883,"MY-13",10/12/15 12:00 AM
"Sarawak","Belaga","Belaga",2.8159,114.4426,2183,"MY-13",10/13/15 12:00 AM
"Sarawak","Belaga","Belaga",2.9284,113.7999,1409,"MY-13",10/14/15 12:00 AM
"Sarawak","Belaga","Belaga",3.0456,113.9158,2368,"MY-13",10/15/15 12:00 AM
"Sarawak","Belaga","Belaga",3.0529,113.9207,5881,"MY-13",10/16/15 12:00 AM
"Sarawak","Betong","Betong",1.4644,111.6233,6439,"MY-13",10/17/15 12:00 AM
"Sarawak","Betong","Betong",1.4105,111.6044,4261,"MY-13",10/18/15 12:00 AM
"Sarawak","Betong","Betong",1.314,111.5763,7732,"MY-13",10/19/15 12:00 AM
"Sarawak","Betong","Betong",1.4156,111.5138,1701,"MY-13",10/20/15 12:00 AM
"Sarawak","Betong","Betong",1.402,111.5288,2699,"MY-13",10/21/15 12:00 AM
"Sarawak","Betong","Betong",1.4106,111.5264,1352,"MY-13",10/22/15 12:00 AM
"Sarawak","Bintulu","Bintulu",2.7224,113.3289,3767,"MY-13",10/23/15 12:00 AM
"Sarawak","Bintulu","Bintulu",3.5972,113.3894,7408,"MY-13",10/24/15 12:00 AM
"Sarawak","Bintulu","Bintulu",3.3642,113.9771,6138,"MY-13",10/25/15 12:00 AM
"Sarawak","Bintulu","Bintulu",3.3957,113.5748,4660,"MY-13",10/26/15 12:00 AM
"Sarawak","Bintulu","Bintulu",3.1727,113.0416,5515,"MY-13",10/27/15 12:00 AM
"Sarawak","Bintulu","Bintulu",3.176,113.0413,8815,"MY-13",10/28/15 12:00 AM
"Sarawak","Dalat","Dalat",2.3534,112.1557,4900,"MY-13",10/29/15 12:00 AM
"Sarawak","Dalat","Dalat",2.6381,112.1351,2456,"MY-13",10/30/15 12:00 AM
"Sarawak","Dalat","Dalat",2.8637,111.8398,2393,"MY-13",10/31/15 12:00 AM
"Sarawak","Dalat","Dalat",2.4583,112.1948,5289,"MY-13",11/01/15 12:00 AM
"Sarawak","Dalat","Dalat",2.744,111.9444,3845,"MY-13",11/02/15 12:00 AM
"Sarawak","Dalat","Dalat",2.7405,111.939,6952,"MY-13",11/03/15 12:00 AM
"Sarawak","Daro","Daro",2.6715,111.4317,5010,"MY-13",11/04/15 12:00 AM
"Sarawak","Daro","Daro",2.4883,111.5189,1536,"MY-13",11/05/15 12:00 AM
"Sarawak","Daro","Daro",2.6831,111.2937,1282,"MY-13",11/06/15 12:00 AM
"Sarawak","Daro","Daro",2.5113,111.3493,4073,"MY-13",11/07/15 12:00 AM
"Sarawak","Daro","Daro",2.5059,111.4502,5459,"MY-13",11/08/15 12:00 AM
"Sarawak","Daro","Daro",2.5122,111.4323,2227,"MY-13",11/09/15 12:00 AM
"Sarawak","Julau","Julau",1.9804,111.748,3608,"MY-13",11/10/15 12:00 AM
"Sarawak","Julau","Julau",1.7992,111.9197,6576,"MY-13",11/11/15 12:00 AM
"Sarawak","Julau","Julau",1.802,111.8194,3764,"MY-13",11/12/15 12:00 AM
"Sarawak","Julau","Julau",2.0545,111.9595,5064,"MY-13",11/13/15 12:00 AM
"Sarawak","Julau","Julau",2.025,111.9175,2598,"MY-13",11/14/15 12:00 AM
"Sarawak","Julau","Julau",2.0287,111.912,5903,"MY-13",11/15/15 12:00 AM
"Sarawak","Kanowit","Kanowit",1.8867,112.1411,6577,"MY-13",11/16/15 12:00 AM
"Sarawak","Kanowit","Kanowit",2.0335,111.9956,8228,"MY-13",11/17/15 12:00 AM
"Sarawak","Kanowit","Kanowit",2.1653,112.2826,1870,"MY-13",11/18/15 12:00 AM
"Sarawak","Kanowit","Kanowit",2.087,112.3389,2724,"MY-13",11/19/15 12:00 AM
"Sarawak","Kanowit","Kanowit",2.1015,112.1573,6835,"MY-13",11/20/15 12:00 AM
"Sarawak","Kanowit","Kanowit",2.1014,112.1474,6352,"MY-13",11/21/15 12:00 AM
"Sarawak","Kapit","Kapit",1.9737,112.8569,1766,"MY-13",11/22/15 12:00 AM
"Sarawak","Kapit","Kapit",1.9363,113.0941,8028,"MY-13",11/23/15 12:00 AM
"Sarawak","Kapit","Kapit",1.9109,113.576,8247,"MY-13",11/24/15 12:00 AM
"Sarawak","Kapit","Kapit",1.6178,113.0678,3491,"MY-13",11/25/15 12:00 AM
"Sarawak","Kapit","Kapit",2.0167,112.9414,4392,"MY-13",11/26/15 12:00 AM
"Sarawak","Kapit","Kapit",2.0153,112.9403,5733,"MY-13",11/27/15 12:00 AM
"Sarawak","Kuching","Kuching",1.5554,110.327,7821,"MY-13",11/28/15 12:00 AM
"Sarawak","Kuching","Kuching",1.4576,110.3009,4136,"MY-13",11/29/15 12:00 AM
"Sarawak","Kuching","Kuching",1.6337,110.4523,2660,"MY-13",11/30/15 12:00 AM
"Sarawak","Kuching","Kuching",1.7208,110.3425,6051,"MY-13",12/01/15 12:00 AM
"Sarawak","Kuching","Kuching",1.5853,110.372,3636,"MY-13",12/02/15 12:00 AM
"Sarawak","Kuching","Kuching",1.5864,110.3535,3276,"MY-13",12/03/15 12:00 AM
"Sarawak","Lawas","Lawas",4.491,115.4821,3072,"MY-13",12/04/15 12:00 AM
"Sarawak","Lawas","Lawas",4.699,115.3365,5630,"MY-13",12/05/15 12:00 AM
"Sarawak","Lawas","Lawas",4.7859,115.5329,7744,"MY-13",12/06/15 12:00 AM
"Sarawak","Lawas","Lawas",4.9228,115.4683,2455,"MY-13",12/07/15 12:00 AM
"Sarawak","Lawas","Lawas",4.8612,115.4101,5966,"MY-13",12/08/15 12:00 AM
"Sarawak","Lawas","Lawas",4.8535,115.4009,4728,"MY-13",12/09/15 12:00 AM
"Sarawak","Limbang","Limbang",4.7549,114.8559,7900,"MY-13",12/10/15 12:00 AM
"Sarawak","Limbang","Limbang",4.627,114.825,6322,"MY-13",12/11/15 12:00 AM
"Sarawak","Limbang","Limbang",4.4538,115.0571,1505,"MY-13",12/12/15 12:00 AM
"Sarawak","Limbang","Limbang",4.0734,115.3149,2485,"MY-13",12/13/15 12:00 AM
"Sarawak","Limbang","Limbang",4.7579,115.0078,6965,"MY-13",12/14/15 12:00 AM
"Sarawak","Limbang","Limbang",4.755,115.0096,4233,"MY-13",12/15/15 12:00 AM
"Sarawak","Lubok Antu","Lubok Antu",1.0887,111.8828,4255,"MY-13",12/16/15 12:00 AM
"Sarawak","Lubok Antu","Lubok Antu",1.2397,111.8251,3092,"MY-13",12/17/15 12:00 AM
"Sarawak","Lubok Antu","Lubok Antu",1.0104,111.8339,5984,"MY-13",12/18/15 12:00 AM
"Sarawak","Lubok Antu","Lubok Antu",1.2315,111.9499,4816,"MY-13",12/19/15 12:00 AM
"Sarawak","Lubok Antu","Lubok Antu",1.1363,111.6688,6834,"MY-13",12/20/15 12:00 AM
"Sarawak","Lubok Antu","Lubok Antu",1.1487,111.6611,8802,"MY-13",12/21/15 12:00 AM
"Sarawak","Lundu","Lundu",1.7497,109.7889,2682,"MY-13",12/22/15 12:00 AM
"Sarawak","Lundu","Lundu",1.6379,109.9571,7547,"MY-13",12/23/15 12:00 AM
"Sarawak","Lundu","Lundu",1.5425,109.8411,7805,"MY-13",12/24/15 12:00 AM
"Sarawak","Lundu","Lundu",1.6214,110.1047,2594,"MY-13",12/25/15 12:00 AM
"Sarawak","Lundu","Lundu",1.6713,109.854,7491,"MY-13",12/26/15 12:00 AM
"Sarawak","Lundu","Lundu",1.6832,109.8514,6654,"MY-13",12/27/15 12:00 AM
"Sarawak","Maradong","Maradong",2.2077,111.6266,8376,"MY-13",12/28/15 12:00 AM
"Sarawak","Maradong","Maradong",2.2324,111.5223,1416,"MY-13",12/29/15 12:00 AM
"Sarawak","Maradong","Maradong",2.1267,111.7701,4580,"MY-13",12/30/15 12:00 AM
"Sarawak","Maradong","Maradong",2.067,111.7022,1377,"MY-13",12/31/15 12:00 AM
"Sarawak","Maradong","Maradong",2.1703,111.6362,5022,"MY-13",01/01/15 12:00 AM
"Sarawak","Maradong","Maradong",2.1686,111.6345,4572,"MY-13",01/02/15 12:00 AM
"Sarawak","Marudi","Marudi",4.2913,114.2963,1364,"MY-13",01/03/15 12:00 AM
"Sarawak","Marudi","Marudi",4.2458,114.4409,6168,"MY-13",01/04/15 12:00 AM
"Sarawak","Marudi","Marudi",4.0983,114.4578,7592,"MY-13",01/05/15 12:00 AM
"Sarawak","Marudi","Marudi",4.3356,114.2659,8938,"MY-13",01/06/15 12:00 AM
"Sarawak","Marudi","Marudi",4.1788,114.3197,8993,"MY-13",01/07/15 12:00 AM
"Sarawak","Marudi","Marudi",4.1783,114.3265,1409,"MY-13",01/08/15 12:00 AM
"Sarawak","Matu","Matu",2.7948,111.6835,7798,"MY-13",01/09/15 12:00 AM
"Sarawak","Matu","Matu",2.672,111.5627,7728,"MY-13",01/10/15 12:00 AM
"Sarawak","Matu","Matu",2.6377,111.5187,1693,"MY-13",01/11/15 12:00 AM
"Sarawak","Matu","Matu",2.7382,111.6362,5702,"MY-13",01/12/15 12:00 AM
"Sarawak","Matu","Matu",2.7158,111.5659,1494,"MY-13",01/13/15 12:00 AM
"Sarawak","Matu","Matu",2.6697,111.5398,6087,"MY-13",01/14/15 12:00 AM
"Sarawak","Miri","Miri",3.6056,113.8107,7541,"MY-13",01/15/15 12:00 AM
"Sarawak","Miri","Miri",3.7495,113.7874,5846,"MY-13",01/16/15 12:00 AM
"Sarawak","Miri","Miri",4.5411,114.1185,4744,"MY-13",01/17/15 12:00 AM
"Sarawak","Miri","Miri",4.3088,114.0175,2374,"MY-13",01/18/15 12:00 AM
"Sarawak","Miri","Miri",4.3967,113.9931,5413,"MY-13",01/19/15 12:00 AM
"Sarawak","Miri","Miri",4.4011,113.992,5794,"MY-13",01/20/15 12:00 AM
"Sarawak","Mukah","Mukah",2.9047,112.2649,3958,"MY-13",01/21/15 12:00 AM
"Sarawak","Mukah","Mukah",2.8395,112.049,2979,"MY-13",01/22/15 12:00 AM
"Sarawak","Mukah","Mukah",2.7778,112.3116,2068,"MY-13",01/23/15 12:00 AM
"Sarawak","Mukah","Mukah",2.6077,112.2148,4309,"MY-13",01/24/15 12:00 AM
"Sarawak","Mukah","Mukah",2.8973,112.0893,2974,"MY-13",01/25/15 12:00 AM
"Sarawak","Mukah","Mukah",2.8949,112.0915,8052,"MY-13",01/26/15 12:00 AM
"Sarawak","Pakan","Pakan",1.7615,111.6857,8665,"MY-13",02/02/15 12:00 AM
"Sarawak","Pakan","Pakan",1.8603,111.7081,4779,"MY-13",02/03/15 12:00 AM
"Sarawak","Pakan","Pakan",1.9042,111.5955,8774,"MY-13",02/04/15 12:00 AM
"Sarawak","Pakan","Pakan",1.9708,111.6848,1059,"MY-13",02/05/15 12:00 AM
"Sarawak","Pakan","Pakan",1.8952,111.6804,4667,"MY-13",02/06/15 12:00 AM
"Sarawak","Pakan","Pakan",1.8941,111.6798,8774,"MY-13",02/07/15 12:00 AM
"Sarawak","Samarahan","Samarahan",1.4381,110.4571,6361,"MY-13",02/08/15 12:00 AM
"Sarawak","Samarahan","Samarahan",1.4893,110.4073,7284,"MY-13",02/09/15 12:00 AM
"Sarawak","Samarahan","Samarahan",1.4605,110.6323,4167,"MY-13",02/10/15 12:00 AM
"Sarawak","Samarahan","Samarahan",1.3823,110.4359,3740,"MY-13",02/11/15 12:00 AM
"Sarawak","Samarahan","Samarahan",1.4598,110.4955,4069,"MY-13",02/12/15 12:00 AM
"Sarawak","Samarahan","Samarahan",1.4592,110.477,7270,"MY-13",02/13/15 12:00 AM
"Sarawak","Saratok","Saratok",1.7486,111.3362,3932,"MY-13",02/14/15 12:00 AM
"Sarawak","Saratok","Saratok",1.7513,111.3026,1177,"MY-13",02/15/15 12:00 AM
"Sarawak","Saratok","Saratok",1.7159,111.3008,5870,"MY-13",02/16/15 12:00 AM
"Sarawak","Saratok","Saratok",1.7913,111.3121,5787,"MY-13",02/17/15 12:00 AM
"Sarawak","Saratok","Saratok",1.7384,111.3377,3929,"MY-13",02/18/15 12:00 AM
"Sarawak","Saratok","Saratok",1.753,111.3414,4991,"MY-13",02/19/15 12:00 AM
"Sarawak","Sarikei","Sarikei",2.1179,111.5693,6528,"MY-13",02/20/15 12:00 AM
"Sarawak","Sarikei","Sarikei",2.0315,111.5108,4978,"MY-13",02/21/15 12:00 AM
"Sarawak","Sarikei","Sarikei",2.0919,111.3727,3930,"MY-13",02/22/15 12:00 AM
"Sarawak","Sarikei","Sarikei",2.1192,111.528,2862,"MY-13",02/23/15 12:00 AM
"Sarawak","Sarikei","Sarikei",2.1312,111.5221,1508,"MY-13",02/24/15 12:00 AM
"Sarawak","Sarikei","Sarikei",2.1304,111.5247,7063,"MY-13",02/25/15 12:00 AM
"Sarawak","Selagau","Selangau",2.5243,112.325,6563,"MY-13",02/26/15 12:00 AM
"Sarawak","Selagau","Selangau",2.5225,112.3261,2698,"MY-13",02/27/15 12:00 AM
"Sarawak","Selagau","Selangau",2.5231,112.327,1911,"MY-13",02/28/15 12:00 AM
"Sarawak","Selagau","Selangau",2.5251,112.3256,7149,"MY-13",03/01/15 12:00 AM
"Sarawak","Selagau","Selangau",2.5232,112.3258,1725,"MY-13",03/02/15 12:00 AM
"Sarawak","Selagau","Selangau",2.5246,112.3262,7127,"MY-13",03/03/15 12:00 AM
"Sarawak","Serian","Serian",1.2155,110.5741,8575,"MY-13",03/04/15 12:00 AM
"Sarawak","Serian","Serian",1.164,110.6538,7127,"MY-13",03/05/15 12:00 AM
"Sarawak","Serian","Serian",1.2628,110.5391,5420,"MY-13",03/06/15 12:00 AM
"Sarawak","Serian","Serian",1.0507,110.5796,5749,"MY-13",03/07/15 12:00 AM
"Sarawak","Serian","Serian",1.1672,110.5664,1052,"MY-13",03/08/15 12:00 AM
"Sarawak","Serian","Serian",1.1731,110.5672,2834,"MY-13",03/09/15 12:00 AM
"Sarawak","Sibu","Sibu",2.3027,111.8864,3215,"MY-13",03/10/15 12:00 AM
"Sarawak","Sibu","Sibu",2.3315,111.6969,8327,"MY-13",03/11/15 12:00 AM
"Sarawak","Sibu","Sibu",2.4632,111.8946,6576,"MY-13",03/12/15 12:00 AM
"Sarawak","Sibu","Sibu",2.1284,111.9029,8911,"MY-13",03/13/15 12:00 AM
"Sarawak","Sibu","Sibu",2.2931,111.842,2717,"MY-13",03/14/15 12:00 AM
"Sarawak","Sibu","Sibu",2.2956,111.824,6375,"MY-13",03/15/15 12:00 AM
"Sarawak","Simunjan","Simunjan",1.0871,110.8881,7177,"MY-13",03/16/15 12:00 AM
"Sarawak","Simunjan","Simunjan",1.0823,110.9633,6399,"MY-13",03/17/15 12:00 AM
"Sarawak","Simunjan","Simunjan",1.1973,110.9248,2342,"MY-13",03/18/15 12:00 AM
"Sarawak","Simunjan","Simunjan",1.2381,110.7714,8943,"MY-13",03/19/15 12:00 AM
"Sarawak","Simunjan","Simunjan",1.186,110.9033,8258,"MY-13",03/20/15 12:00 AM
"Sarawak","Simunjan","Simunjan",1.1246,110.9326,7688,"MY-13",03/21/15 12:00 AM
"Sarawak","Song","Song",1.7051,112.7747,1603,"MY-13",03/22/15 12:00 AM
"Sarawak","Song","Song",1.8396,112.7143,1105,"MY-13",03/23/15 12:00 AM
"Sarawak","Song","Song",2.0002,112.5413,1879,"MY-13",03/24/15 12:00 AM
"Sarawak","Song","Song",1.6475,112.6978,7662,"MY-13",03/25/15 12:00 AM
"Sarawak","Song","Song",2.0005,112.549,8292,"MY-13",03/26/15 12:00 AM
"Sarawak","Song","Song",2.0075,112.5482,3963,"MY-13",03/27/15 12:00 AM
"Sarawak","Sri Aman","Sri Aman",1.1862,111.4494,8091,"MY-13",03/28/15 12:00 AM
"Sarawak","Sri Aman","Sri Aman",1.2713,111.3821,5303,"MY-13",03/29/15 12:00 AM
"Sarawak","Sri Aman","Sri Aman",1.2967,111.4906,2416,"MY-13",03/30/15 12:00 AM
"Sarawak","Sri Aman","Sri Aman",1.2027,111.5146,3304,"MY-13",03/31/15 12:00 AM
"Sarawak","Sri Aman","Sri Aman",1.2307,111.4561,2985,"MY-13",04/01/15 12:00 AM
"Sarawak","Sri Aman","Sri Aman",1.2341,111.4634,4391,"MY-13",04/02/15 12:00 AM
"Sarawak","Tatau","Tatau",2.8711,112.8515,3752,"MY-13",04/03/15 12:00 AM
"Sarawak","Tatau","Tatau",2.8888,112.8486,7473,"MY-13",04/04/15 12:00 AM
"Sarawak","Tatau","Tatau",2.9105,112.8581,1729,"MY-13",04/05/15 12:00 AM
"Sarawak","Tatau","Tatau",3.0045,112.8478,7972,"MY-13",04/06/15 12:00 AM
"Sarawak","Tatau","Tatau",2.8804,112.8545,7376,"MY-13",04/07/15 12:00 AM
"Sarawak","Tatau","Tatau",2.8779,112.8506,2228,"MY-13",04/08/15 12:00 AM
